Marca,SKU,Foto,Link site,Nome Marca,Nome Curadobia,Categoria,Sub-Categoria,Categoria Geral,Preço,Descrição do site,Grade,Tamanho do produto,Medidas,"Observação sobre Modelagem/Caimento (ex: reto, acinturado, oversized).",Tipo de tecido/material principal,Forro (sim/não),"Nível de transparência (ex: leve, média, zero).","Instruções de cuidado (ex: passa fácil, não amassa, pode lavar na máquina,  peça cede com uso; tecido com elastano).",Cor,"Tags de cores (ex: cor que alonga, combina com tudo)","Sazonalidade sugerida (ex: ideal para meia-estação, vai bem no verão com top por baixo).","Sugestões de tamanho por tipo de corpo  (ex: ideal para ombros largos, quadril estreito)",Ocasião Principal,Ocasião secundária,Ocasião ,Tempo médio de reposição.,Prazo médio de envio SEDEX para Sul e Sudeste,Prazo médio de envio PAC para Sul e Sudeste,Tipo de Frete,Tamanhos_Disponíveis,Grade_Completo,Medidas_Por_Tamanho
Nauanin,CA10.011,,https://www.curadobia.com.br/nauanin/produto/calca-terno-fresquinho,Calça Pekin Azul,CALÇA FRESQUINHA,CALÇA,CALÇA,Parte de Baixo,590,"Calça com modelagem alfaiataria clássica, lisa, cintura alta, sem pregas, mais certinha no quadril e coxa e com perna mais pantalona. Possui bolsos faca na frente e estilo alfaiate nas costas. Feito em tecido de rami com algodão, que lembra muito um linho encorpado. Por se tratar de uma fibra natural, é normal que amasse no uso, como qualquer fibra derivada de algodão e linho. Também é normal o encolhimento na lavagem , que volta ao normal com o calor da passadoria e com o uso e manuseio. Por se tratar de um tecido com aspecto rústico, pode apresentar alguns nózinhos na trama, não se tratando de defeito e sim de característica do tecido.",34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,36,"PP (36) – Busto: 83–87cm, Cintura alta: 65–69cm, Quadril: 93–97cm",,70% Rami e 30 % Algodão,nan,nan,nan,Azul,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,"36: PP (36) – Busto: 83–87cm, Cintura alta: 65–69cm, Quadril: 93–97cm | 38: P (38) – Busto: 88–92cm, Cintura alta: 70–74cm, Quadril: 98–102cm | 40: M (40) – Busto: 93–97cm, Cintura alta: 75–79cm, Quadril: 103–107cm | 42: G (42) – Busto: 98–102cm, Cintura alta: 81–85cm, Quadril: 108–112cm | 44: GG (44) – Busto: 103–107cm, Cintura alta: 86–90cm, Quadril: 113–117cm | 46: XGG (46) – Busto: 108–112cm, Cintura alta: 91–95cm, Quadril: 118–122cm | 48: XXGG (48) – Busto: 113–117cm, Cintura alta: 96–100cm, Quadril: 123–127cm | 34: XPP (34) – Busto: 78–82cm, Cintura alta: 61–65cm, Quadril: 88–92cm"
Nauanin,CA8043,,https://www.curadobia.com.br/nauanin/produto/anda-sozinho,Calça Jeans New Order,JEANS ANDA SOZINHO,CALÇA JEANS,CALÇA,Parte de Baixo,490,"A verdadeira Mom Jeans, totalmente fiel às modelagens do final dos anos 80, essa calça jeans homenageia uma das maiores bandas da época. Com a cintura super alta (alta de verdade), quadril e pernas mais larguinhas e boca da barra afunilada, ela possui regulagem na cintura, o que faz com que ela realmente abrace seu corpo.

Feita num jeans macio e molinho, essa calça vai te surpreender pelo conforto.",34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,44,"GG (44) – Busto: 103–107cm, Cintura alta: 86–90cm, Quadril: 113–117cm",,100% Algodão,nan,nan,nan,Light Blue,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,"44: GG (44) – Busto: 103–107cm, Cintura alta: 86–90cm, Quadril: 113–117cm | 46: XGG (46) – Busto: 108–112cm, Cintura alta: 91–95cm, Quadril: 118–122cm | 40: M (40) – Busto: 93–97cm, Cintura alta: 75–79cm, Quadril: 103–107cm | 36: PP (36) – Busto: 83–87cm, Cintura alta: 65–69cm, Quadril: 93–97cm | 38: P (38) – Busto: 88–92cm, Cintura alta: 70–74cm, Quadril: 98–102cm | 42: G (42) – Busto: 98–102cm, Cintura alta: 81–85cm, Quadril: 108–112cm | 48: XXGG (48) – Busto: 113–117cm, Cintura alta: 96–100cm, Quadril: 123–127cm
 | 34: XPP (34) – Busto: 78–82cm, Cintura alta: 61–65cm, Quadril: 88–92cm"
Cecilia Echenique,CE001001,,https://www.curadobia.com.br/cecillia-echenique/produto/pantalona-pah-pre-venda,CALÇA PREGAS,PANTALONA PAH,CALÇA PANTALONA,CALÇA,Parte de Baixo,990,"Essa pantalona é única. Tem aquele volumão que impressiona, cintura bem alta que ajuda a controlar esse pano todo e um efeito “vai e volta” de amarração que pede algo mais justinho por cima para que a calça seja a protagonista da história.

Importante: O fechamento de colchete da calça faz com que as pregas fiquem no lugar certo, mas o que vai deixar a cintura ajustada e com a cintura alta são as amarrações. Ou seja, você escolhe se quer usar ela com cintura alta ou mais baixa.

Observação: Calça para quem gosta de um efeito com bastante volume! A modelagem é grande e o tamanho P equivale a um 38/40.",P / M / G,M,-,,Linho com viscose (por isso temos essa fluidez e um linho que praticamente não amassa),nan,nan,nan,Areia,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P,P / M / G,M: - | P: - | G: -
Cecilia Echenique,CE001002,,https://www.curadobia.com.br/cecillia-echenique/produto/calca-cecilia-echenique,CALÇA SARUEL,CALÇA TRANQUILONA,CALÇA SARUEL,CALÇA,Parte de Baixo,830,"Calça saruel apresenta um design inteligente com amarração interna, permitindo que a cliente ajuste a cintura conforme sua preferência, seja alta ou baixa, proporcionando conforto e adequação a cada look. Além desse ajuste interno, conta com um fechamento externo por meio de uma fivela em madeira de reflorestamento, na tonalidade tartaruga, e botões laterais na barra, seguindo o estilo martin-galle.",36 / 38 / 40 / 42,36,-,,100% algodão,nan,nan,nan,Azul Claro,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40 / 42,36 / 38 / 40 / 42,36: - | 42: - | 38: - | 40: -
Nauanin,CHK0101,,https://www.curadobia.com.br/nauanin/produto/calca-preta,Calça Hong Kong,CALÇA ACINTURANTE,CALÇA,CALÇA,Parte de Baixo,580,"A calça possui inspiração nas calças saruel, porém transpassada e com muito menos volume no gancho, criando uma silhueta com volume harmônico. Possui elástico na cintura na parte de trás e abotoamento por botões de pressão. Não possui bolsos.",34 / 36 / 38 / 40 / 42 / 44 / 46,40,"M (40) – Busto: 93–97cm, Cintura alta: 75–79cm, Quadril: 103–107cm",,93% Viscose 7% Poliamida,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44 / 46,34 / 36 / 38 / 40 / 42 / 44 / 46,"40: M (40) – Busto: 93–97cm, Cintura alta: 75–79cm, Quadril: 103–107cm | 44: GG (44) – Busto: 103–107cm, Cintura alta: 86–90cm, Quadril: 113–117cm | 34: XPP (34) – Busto: 78–82cm, Cintura alta: 61–65cm, Quadril: 88–92cm | 36: PP (36) – Busto: 83–87cm, Cintura alta: 65–69cm, Quadril: 93–97cm | 38: P (38) – Busto: 88–92cm, Cintura alta: 70–74cm, Quadril: 98–102cm | 42: G (42) – Busto: 98–102cm, Cintura alta: 81–85cm, Quadril: 108–112cm | 46: XGG (46) – Busto: 108–112cm, Cintura alta: 91–95cm, Quadril: 118–122cm"
Nauanin,CJ010101,,https://www.curadobia.com.br/nauanin/produto/calca-jeans,Calça Jeans Spicy,JEANS GOSTOSÃO,CALÇA JEANS,CALÇA,Parte de Baixo,510,"A calça jeans que une estilo retrô e conforto moderno. Inspirada no visual clássico dos anos 90, essa calça traz modelagem boot cut, boca levemente, caimento soltinho e cintura super alta. Os bolsos frontais chanfrados e os bolsos traseiros retos garantem um toque utilitário cheio de personalidade.

Feita em jeans 100% algodão, com toque encorpado e macio, essa é daquelas calças que acompanham o dia todo com conforto e versatilidade. Ideal para compor looks descomplicados, do tênis ao salto.",34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,38,"P (38) – Busto: 88–92cm, Cintura alta: 70–74cm, Quadril: 98–102cm",,100% Algodão,nan,nan,nan,Azul Jeans,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,34 / 36 / 38 / 40 / 42 / 44 / 46 / 48,"38: P (38) – Busto: 88–92cm, Cintura alta: 70–74cm, Quadril: 98–102cm | 36: PP (36) – Busto: 83–87cm, Cintura alta: 65–69cm, Quadril: 93–97cm | 40: M (40) – Busto: 93–97cm, Cintura alta: 75–79cm, Quadril: 103–107cm | 34: XPP (34) – Busto: 78–82cm, Cintura alta: 61–65cm, Quadril: 88–92cm | 42: G (42) – Busto: 98–102cm, Cintura alta: 81–85cm, Quadril: 108–112cm | 44: GG (44) – Busto: 103–107cm, Cintura alta: 86–90cm, Quadril: 113–117cm | 46: XGG (46) – Busto: 108–112cm, Cintura alta: 91–95cm, Quadril: 118–122cm | 48: XXGG (48) – Busto: 113–117cm, Cintura alta: 96–100cm, Quadril: 123–127cm"
D-Aura,DA020001,,https://www.curadobia.com.br/d-aura/produto/saia-unica,SAIA MUNICH,SAIA ÚNICA,SAIA,SAIA,Parte de Baixo,449,Aquela saia preta de presença. Uma construção especial que traz volume na parte da frente com a parte de trás básica. O efeito torcido do shape cria uma certa assimetria na barra para aquele toque sensual discreto.,T1 / T2 / T3 / T4 / T5,T3,"3 – Comprimento: 96cm, Cintura: 120cm, Quadril: 128cm
",,nan,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T2 / T3 / T4 / T5,T1 / T2 / T3 / T4 / T5,"T3: 3 – Comprimento: 96cm, Cintura: 120cm, Quadril: 128cm
 | T1: 1 – Comprimento: 92cm, Cintura: 100cm, Quadril: 108cm | T2: 2 – Comprimento: 94cm, Cintura: 110cm, Quadril: 118cm | T5: 5 – Comprimento: 100cm, Cintura: 140cm, Quadril: 148cm | T4: 4 – Comprimento: 98cm, Cintura: 130cm, Quadril: 138cm"
D-Aura,DA020002,,https://www.curadobia.com.br/d-aura/produto/calca-tech-d-aura,CALÇA TONYA,CALÇA TECH,CALÇA,CALÇA,Parte de Baixo,449,"Tá ai uma calça que traz aquele efeito modernizante em segundos. Por ser de nylon cria um efeito discreto de brilho que, mesmo em modelagem esportiva, deixa a peça mais arrumadona. Examente esse hi-lo que tranforma essa calça preta em curingassa para mala de viagem e para fugir dos modelos tradicionais que geramente já temos no armário. 
",T1 / T3 / T5,T3,"3 – Comprimento: 106cm, Cintura (sem elástico): 110cm, Quadril: 110cm
",,"100% Poliamida. Nylon de poliamida com peso muito leve, toque macio e levemente empapelado, desses que criam volume bonito e não amassam. Importante dizer também que tem acabamento a fio que traz alguns desfiados. 
",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3 / T5,T1 / T3 / T5,"T3: 3 – Comprimento: 106cm, Cintura (sem elástico): 110cm, Quadril: 110cm
 | T1: 1 – Comprimento: 100cm, Cintura (sem elástico): 98cm, Quadril: 98cm | T5: 5 – Comprimento: 110cm, Cintura (sem elástico): 122cm, Quadril: 122cm
"
D-Aura,DA020003,,https://www.curadobia.com.br/d-aura/produto/blusa-amarras-d-aura,BLUSA AMARRAS,BLUSA BÁSICA EU?!,BLUSA MANGA CURTA,BLUSA,Parte de Cima,359,Blusa com gola trapeizodal. Barra assimetrica. Faixas de ajuste e amarraçao na cintura. Detalhes a fio no dianteiro e traseiro.,T1 / T3 ,T1,"1 – Comprimento: 70cm, Busto: 124cm, Costas: 72cm",,"55% Linho, 45% Viscose. Linho misto com viscose com caimento leve. A viscose auxilia a não deixar que o tecido amasse com tanta facilidade, além de proporcionar maior maleabilidade e conforto ao vestir.",nan,nan,nan,Azul Marinho,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3,T1 / T3 / T1 / T3 ,"T1: 1 – Comprimento: 70cm, Busto: 124cm, Costas: 72cm | T3: 3 – Comprimento: 74cm, Busto: 132cm, Costas: 78cm
"
D-Aura,DA020004,,https://www.curadobia.com.br/d-aura/produto/vestido-pah-d-aura,CHEMISE ÓSMIO,VESTIDO PAH,VESTIDO/CHEMISE,VESTIDO,Peça única,779,"Chemise com fechamento dianteiro com botão. Pala traseira com detalhe a fio. Gola e colarinho. Manga tipo fenda.
",U,U,"U – Comprimento: 118cm, Busto: 228cm, Costas: 114cm

",,"68% algodão, 28% poliamida, 4%",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: U – Comprimento: 118cm, Busto: 228cm, Costas: 114cm

"
D-Aura,DA020006,,https://www.curadobia.com.br/d-aura/produto/macacao-muderno-preto,MACACÃO ECDISE,MACACÃO MUDÉRNO,MACACÃO,MACACÃO,Peça única,659,"Macacão em shape oversize com faixa na cintura para regulagem da circunferência. Detalhe de bolsos externo no dianteiro e traseiro. Bolsos dianteiros em dobra tripla pespontada com corte à fio.
",T1 / T3,T3,"3 – Comprimento: 146cm, Busto: 120cm, Costas: 51cm, Cintura: 120cm, Quadril: 120cm
",,"5% Linho, 45% Viscose. Linho misto com viscose com caimento leve. A viscose auxilia a não deixar que o tecido amasse com tanta facilidade, além de proporcionar maior maleabilidade e conforto ao vestir.",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3,T1 / T3,"T3: 3 – Comprimento: 146cm, Busto: 120cm, Costas: 51cm, Cintura: 120cm, Quadril: 120cm
 | T1: 1 – Comprimento: 138cm, Busto: 108cm, Costas: 45cm, Cintura: 108cm, Quadril: 108cm"
D-Aura,DA020008,,https://www.curadobia.com.br/d-aura/produto/trench-facil,QUIMONO HILLE,TRENCH FÁCIL,CASACO TRENCH,CASACO/JAQUETA,Terceira Peça,698,"Casaco com manga embutida no corpo. Cava baixa. Faixa de amarração para cintura. Pala traseira. Gola tipo careca.
",U,U,"U – Comprimento: 118cm, Busto: 204cm",,"68% algodão, 28% poliamida, 4% elastano.",nan,nan,nan,Verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: U – Comprimento: 118cm, Busto: 204cm"
D-Aura,DA020010,,https://www.curadobia.com.br/d-aura/produto/blusa-tarsila,BLUSA TARSILA,BLUSA FELIZONA,BLUSA MANGA CURTA,BLUSA,Parte de Cima,449,"Blusa em gaze de algodão e modelagem levemente ampla. Faixas nos ombros com detalhes de costura com dobra tripla à fio e faixas embutidas nos ombros que permitem modificação da sua largura com fendas laterais. Fechamento traseiro com botão na gola
",T1 / T3 / T5,T1,"1 – Comprimento: 70cm, Busto: 110cm, Costas: 54cm
",,"94% Algodão, 6% Viscose. A viscose auxilia a não deixar que o tecido amasse com tanta facilidade, além de proporcionar maior maleabilidade e conforto ao vestir.",nan,nan,nan,Verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3 / T5,T1 / T3 / T5,"T1: 1 – Comprimento: 70cm, Busto: 110cm, Costas: 54cm
 | T3: 3 – Comprimento: 74cm, Busto: 120cm, Costas: 60cm | T5: 5 – Comprimento: 78cm, Busto: 132cm, Costas: 66cm
"
D-Aura,DA020011,,https://www.curadobia.com.br/d-aura/produto/calca-FACINHA,CALÇA TARSILA,CALÇA FACINHA,CALÇA,CALÇA,Parte de Baixo,698,"Calça em gaze de algodão com modelagem ampla. Faixa lateral com detalhes de costura com dobra tripla à fio, faixas laterais embutidas que permitem a modificação do comprimento da calça. Bolso no traseiro e no dianteiro e cós com elástico para melhor vestibilidade.
",T1 / T3 / T5,T3,"3 – Comprimento: 102cm, Cintura: 112cm, Quadril: 144cm",,"94% Algodão, 6% Viscose",nan,nan,nan,Verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3 / T5,T1 / T3 / T5,"T3: 3 – Comprimento: 102cm, Cintura: 112cm, Quadril: 144cm | T1: 1 – Comprimento: 94cm, Cintura: 100cm, Quadril: 128cm | T5: 5 – Comprimento: 110cm, Cintura: 124cm, Quadril: 156cm"
D-Aura,DA020012,,https://www.curadobia.com.br/d-aura/produto/saia-crinckled,SAIA CRINCKLED,SAIA PROTAGONISTA,SAIA,SAIA,Parte de Baixo,749,"Saia em tecido mais flúido, com leve textura. Modelagem ampla,  bastante movimento e drapeado no dianteiro que proporciona o aspecta mais escultural da modelagem, além de adicionar bastante movimento na usabilidade. Pregas no traseiro, abaixo da aba falsa de bolso, para adicionar detalhes à peça. Cós com elástico e passantes para utilizar cinto",T1 / T3 / T5,T1,"1 – Comprimento: 92cm, Cintura: 100cm, Quadril: 108cm",, 85% viscose e 15% poliamida,nan,nan,nan,Verde Musgo,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,T1 / T3 / T5,T1 / T3 / T5,"T1: 1 – Comprimento: 92cm, Cintura: 100cm, Quadril: 108cm | T3: 3 – Comprimento: 96cm, Cintura: 120cm, Quadril: 128cm | T5: 5 – Comprimento: 100cm, Cintura: 140cm, Quadril: 148cm"
Elisa Atheniense,EA028001,,https://www.curadobia.com.br/elisa-atheniense/produto/bolsa-ceo,BOLSA EMMA CASTANHO,BOLSA CEO,BOLSA,BOLSA,Bolsa,1998,"A Bolsa CEO é a escolha ideal para quem busca elegância discreta e praticidade. Com seu design de tressê em couro natural e alça fixa em couro, oferece sofisticação e versatilidade para o dia a dia.
",U,U,"35x23x6 cm

Peso: 700g",,"Externo - Couro 100% Natural, Interno - Poliéster de alta performance
",nan,nan,nan,Castanho,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 35x23x6 cm

Peso: 700g"
Elisa Atheniense,EA028002,,https://www.curadobia.com.br/elisa-atheniense/produto/bolsa-topronta,BOLSA MINI MIKA,BOLSA TÔ PRONTA,BOLSA,BOLSA,Bolsa,1389,"Por que está no CURADOBIA?

- Pequena que cabe o necessário;

- Alça de corrente fosca para não brigar com acessório nenhum;

- Material que efeita como um bordado só que mais leve;

- Aquela pretinha coringa, mas não comum",U,U,18x16x9cm,,Couro 100% Natural,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,U: 18x16x9cm
Elisa Atheniense,EA028003,,https://www.curadobia.com.br/elisa-atheniense/produto/bolsa-grace-pequena-couro-tresse-taupe,Bolsa Grace Pequena Couro Tressê | Taupe,BOLSA PASSEADEIRA,BOLSA,BOLSA,Bolsa,998,"Por que está no CURADOBIA?

- Cor altamente combinante e nada óbvia;

- Forro removível que deixa ela mais ou menos casual;

- Tamanho bom para usar transpassada;

- Tressê com jeitão urbano",U,U,18x19x8cm,," Externo - Couro 100% Natural
Interno - Suede",nan,nan,nan,Taupe,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,U: 18x19x8cm
Elisa Atheniense,EA028004,,https://www.curadobia.com.br/elisa-atheniense/produto/clutch-resort,Bolsa Nádia Pequena Couro Tressê Nó | Bronze,CLUTCH RESORT,BOLSA,BOLSA,Bolsa,1589,"Por que está no CURADOBIA?

- Tressê que vale como um bordado;

- Aquela pequena que cabe tudo;

- Metalizado ótimo para compor com cores fortes;

- Ganha um jeitão mais dia a dia com alça e super festa sem;

- Multifunção levar em viagem.
",U,U,27x18x4 cm,,Couro 100% Natural,nan,nan,nan,Bronze,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,U: 27x18x4 cm
Elisa Atheniense,EA028005,,https://www.curadobia.com.br/elisa-atheniense/produto/clutch-modernosa,Bolsa Laís Pequena Clutch Tressê Dominó | Chumbo,CLUTCH MODERNOSA,BOLSA,BOLSA,Bolsa,1298,"Por que está no CURADOBIA?

- Efeito de textura único;

- Tom metalizado mais curinga que existe;

- Aquela bolsa pequena que cabe tudo;

- Com alça fica bem dia a dia e sem super arrumadona.
",U,U,"20,5x4x14cm",,Couro 100% Natural,nan,nan,nan,Chumbo,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 20,5x4x14cm"
Fernanda Yamamoto,FY027001,,https://www.curadobia.com.br/fernanda-yamamoto/produto/MACAC%C3%83O-PRA-FRENTEX%20,Macacão retângulo cinza,MACACÃO PRA FRENTEX,MACACÃO,MACACÃO,Peça única,671,"Macacão amplo em malha encorpada com decote V, e detalhe de bolsos traseiros com ziper. Possui bolsos laterais.",38-40 / 42-44 / 46-48,42-44,"42/44 – Busto: 164cm, Cintura: 164cm, Quadril: 164cm, Comprimento total: 125cm",,"70,5% Algodão, 22% Viscose, 7,5% Elastano",nan,nan,nan,Bege acinzentado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38-40 / 42-44 / 46-48,38-40 / 42-44 / 46-48,"42-44: 42/44 – Busto: 164cm, Cintura: 164cm, Quadril: 164cm, Comprimento total: 125cm | 38-40: 38/40 – Busto: 156cm, Cintura: 156cm, Quadril: 156cm, Comprimento total: 123cm | 46-48: 46/48 – Busto: 172cm, Cintura: 172cm, Quadril: 172cm, Comprimento total: 127cm"
Fernanda Yamamoto,FY027002,,https://www.curadobia.com.br/fernanda-yamamoto/produto/vestido-to-plena,Vestido manga larga robe preto,VESTIDO TÔ PLENA,VESTIDO,VESTIDO,Peça única,833,"Vestido em tecido macio com brilho e detalhe para acinturar por amarração em rolete do próprio tecido. Possui bolsos laterais.
",38-40 / 42-44 / 46-48,42-44,"42/44 – Busto: 164cm, Cintura: 164cm, Quadril: 164cm, Comprimento total: 129cm",,100% Viscose,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38-40 / 42-44 / 46-48,38-40 / 42-44 / 46-48,"42-44: 42/44 – Busto: 164cm, Cintura: 164cm, Quadril: 164cm, Comprimento total: 129cm | 38-40: 38/40 – Busto: 156cm, Cintura: 156cm, Quadril: 156cm, Comprimento total: 127cm | 46-48: 46/48 – Busto: 172cm, Cintura: 172cm, Quadril: 172cm, Comprimento total: 131cm
"
Fernanda Yamamoto,FY027003,,https://www.curadobia.com.br/fernanda-yamamoto/produto/blusa-acinturante,Blusa espiral zero desperdício bege,BLUSA ACINTURANTE,BLUSA MANGA CURTA,BLUSA,Parte de Cima,234,"Blusa espiral, em malha feita a partir de modelagem espiral zero desperdício visando o aproveitamento total do tecido sem deixar resíduos em seu corte.",38 / 40 / 42 / 44 / 46,46,"46 – Busto: 96cm, Cintura: 100cm, Quadril: 106cm, Comprimento total: 64cm",,"91% Modal, 9% Elastano",nan,nan,nan,Bege,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38 / 40 / 42 / 44 / 46,38 / 40 / 42 / 44 / 46,"46: 46 – Busto: 96cm, Cintura: 100cm, Quadril: 106cm, Comprimento total: 64cm | 38: 38 – Busto: 80cm, Cintura: 84cm, Quadril: 90cm, Comprimento total: 56cm | 42: 42 – Busto: 88cm, Cintura: 92cm, Quadril: 98cm, Comprimento total: 60cm | 44: 44 – Busto: 92cm, Cintura: 96cm, Quadril: 102cm, Comprimento total: 62cm | 40: 40 – Busto: 84cm, Cintura: 88cm, Quadril: 94cm, Comprimento total: 58cm"
Fernanda Yamamoto,FY027004,,https://www.curadobia.com.br/fernanda-yamamoto/produto/saia-bacanuda,Saia prega rolete vinho,SAIA BACANUDA,SAIA,SAIA,Parte de Baixo,981,Saia evasê linho 100% com detalhe de pregas frontais e amarração por tiras de roletê no próprio tecido. Possui elástico nas costas que permite melhor ajuste ao corpo e fendas na frente e costas. Com bolsos laterais.,38 / 40 / 42 / 44 / 46,42,"42 – Cintura: 78cm, Quadril: 98cm, Comprimento total: 98cm",,100% Linho,nan,nan,nan,Vinho,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38 / 40 / 42 / 44 / 46,38 / 40 / 42 / 44 / 46,"42: 42 – Cintura: 78cm, Quadril: 98cm, Comprimento total: 98cm | 44: 44 – Cintura: 82cm, Quadril: 102cm, Comprimento total: 99cm | 38: 38 – Cintura: 70cm, Quadril: 90cm, Comprimento total: 96cm | 40: 40 – Cintura: 74cm, Quadril: 94cm, Comprimento total: 97cm | 46: 46 – Cintura: 86cm, Quadril: 106cm, Comprimento total: 100cm"
Fernanda Yamamoto,FY027006,,https://www.curadobia.com.br/fernanda-yamamoto/produto/saia-do-obvio,Saia dobras assimétricas listrada preto,SAIA DO ÓBVIO,SAIA,SAIA,Parte de Baixo,442,"Saia em malha listrada com sobreposição de camada frontal que pode ser amarrada ou
deixada solta com fechamento em fita de gorgurão. Possui cintura em punho e bolsos laterais.",38 / 40 / 42 / 44 / 46,38,"38 – Cintura: 67cm, Quadril: 80cm, Comprimento total: 90cm",,93% algodão e 7% elastano,nan,nan,nan,Preto e branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38 / 40 / 42 / 44 / 46,38 / 40 / 42 / 44 / 46,"38: 38 – Cintura: 67cm, Quadril: 80cm, Comprimento total: 90cm | 44: 44 – Cintura: 79cm, Quadril: 93cm, Comprimento total: 93cm | 40: 40 – Cintura: 71cm, Quadril: 84cm, Comprimento total: 91cm
 | 42: 42 – Cintura: 75cm, Quadril: 88cm, Comprimento total: 92cm
 | 46: 46 – Cintura: 83cm, Quadril: 96cm, Comprimento total: 94cm

"
Fernanda Yamamoto,FY027007,,https://www.curadobia.com.br/fernanda-yamamoto/produto/saia-delicia,Saia dois círculos cinza,SAIA DELICIA,SAIA,SAIA,Parte de Baixo,486,"Saia assimétrica em malha leve canelada com leve balonê e detalhe de bolso frontal.
",38 / 40 / 42 / 44 / 46,38,"38 – Cintura: 66cm, Quadril: 100cm, Comprimento total: 89cm",,"60% viscose, 33,5% poliéster e 6,5% elastano",nan,nan,nan,Cinza,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,38 / 40 / 42 / 44 / 46,38 / 40 / 42 / 44 / 46,"38: 38 – Cintura: 66cm, Quadril: 100cm, Comprimento total: 89cm | 42: 42 – Cintura: 74cm, Quadril: 108cm, Comprimento total: 91cm | 40: 40 – Cintura: 70cm, Quadril: 104cm, Comprimento total: 90cm | 44: 44 – Cintura: 78cm, Quadril: 112cm, Comprimento total: 92cm | 46: 46 – Cintura: 82cm, Quadril: 116cm, Comprimento total: 93cm"
